loan_id,age,income_annual,employment_years,loan_amount,loan_term_months,credit_score,debt_to_income_ratio,home_ownership,loan_purpose,num_prior_loans,has_collateral,education_level,defaulted
L0000287,51,21310.0,7.0,21030.0,60,756,0.179,own,credit-card,3,0,phd,0
L0000288,36,45891.0,11.0,58944.0,36,673,,rent,other,1,1,bachelor,0
L0000289,31,65739.0,0.7,11942.0,48,736,0.492,mortgage,home-improvement,1,1,bachelor,0
L0000290,55,34488.0,2.6,29022.0,60,640,0.183,rent,debt-consolidation,1,0,bachelor,1
L0000291,33,44556.0,10.7,59196.0,60,768,0.41,rent,home-improvement,1,0,bachelor,1
L0000292,29,43561.0,13.2,13506.0,24,615,0.156,rent,car,1,0,high-school,0
L0000293,24,56442.0,7.6,8735.0,36,656,0.375,mortgage,credit-card,2,1,high-school,0
L0000294,36,115099.0,9.7,40035.0,36,644,0.315,mortgage,debt-consolidation,2,0,high-school,1
L0000295,63,59567.0,4.0,6458.0,48,716,0.367,rent,home-improvement,0,0,master,0
L0000296,33,32192.0,2.1,25315.0,36,743,0.365,own,credit-card,3,0,bachelor,0
L0000297,41,51238.0,9.2,18552.0,36,727,0.448,mortgage,car,2,0,bachelor,0
L0000298,45,63636.0,4.9,30280.0,60,652,0.577,mortgage,other,4,1,high-school,0
L0000299,35,31237.0,17.7,7337.0,60,792,0.13,own,debt-consolidation,0,0,bachelor,0
L0000300,57,35879.0,0.9,53402.0,24,771,0.436,mortgage,debt-consolidation,2,0,master,1
L0000301,53,35592.0,4.3,6571.0,36,708,0.177,mortgage,debt-consolidation,2,0,high-school,0
L0000302,22,49792.0,4.1,55394.0,12,647,0.287,own,home-improvement,3,0,high-school,1
L0000303,38,45746.0,12.4,48333.0,36,595,0.168,own,home-improvement,1,0,bachelor,0
L0000304,60,25384.0,2.6,50894.0,60,738,0.425,mortgage,credit-card,3,0,master,0
L0000305,45,41705.0,4.1,43697.0,36,668,0.521,rent,debt-consolidation,0,0,bachelor,1
L0000306,26,53316.0,8.1,58587.0,36,756,0.4,rent,credit-card,1,0,bachelor,0
L0000307,38,87793.0,7.9,48453.0,60,761,0.34,rent,debt-consolidation,1,0,bachelor,0
L0000308,39,29839.0,0.6,26446.0,60,658,0.501,rent,small-business,0,0,master,1
L0000309,34,35820.0,4.4,49715.0,60,690,0.402,rent,home-improvement,0,0,bachelor,1
L0000310,32,32476.0,2.7,56617.0,48,687,0.292,own,home-improvement,2,0,bachelor,1
L0000311,68,25900.0,3.4,52111.0,12,791,0.026,mortgage,other,3,0,bachelor,1
L0000312,57,16462.0,8.2,38643.0,36,664,0.117,own,debt-consolidation,3,0,high-school,1
L0000313,21,66131.0,6.4,55226.0,36,735,0.44,mortgage,debt-consolidation,1,0,high-school,0
L0000314,64,57092.0,5.0,34273.0,60,694,0.329,mortgage,debt-consolidation,3,0,high-school,0
L0000315,36,65162.0,4.2,14438.0,48,798,0.188,rent,other,1,0,bachelor,0
L0000316,33,60944.0,1.9,12177.0,24,643,0.24,mortgage,debt-consolidation,1,0,bachelor,0
L0000317,53,44334.0,8.9,42542.0,48,616,0.407,mortgage,debt-consolidation,3,0,bachelor,0
L0000318,67,40475.0,2.6,22367.0,36,558,0.165,own,debt-consolidation,3,1,high-school,1
L0000319,43,87118.0,4.3,7317.0,36,701,0.153,own,debt-consolidation,1,1,high-school,0
L0000320,66,72192.0,3.0,5972.0,60,706,0.261,rent,small-business,0,1,bachelor,0
L0000321,45,51045.0,1.9,9396.0,12,674,0.261,rent,debt-consolidation,0,0,phd,0
L0000322,45,34487.0,,46844.0,24,753,0.453,mortgage,other,1,0,high-school,0
L0000323,49,56397.0,,4595.0,36,796,0.063,rent,credit-card,2,0,bachelor,0
L0000324,67,59014.0,2.4,46747.0,36,635,0.148,mortgage,credit-card,1,0,bachelor,0
L0000325,58,40799.0,0.4,2236.0,60,673,0.343,own,debt-consolidation,0,0,bachelor,0
L0000326,53,60263.0,6.2,6418.0,36,571,0.064,mortgage,debt-consolidation,0,0,bachelor,0
L0000327,26,70182.0,13.0,52587.0,36,694,0.099,mortgage,credit-card,1,0,bachelor,0
L0000328,31,65828.0,13.4,49883.0,48,645,0.034,rent,debt-consolidation,1,0,high-school,0
L0000329,23,83209.0,3.6,35890.0,12,659,0.285,rent,debt-consolidation,1,1,high-school,0
L0000330,40,79463.0,7.1,15079.0,36,679,0.083,rent,car,0,0,high-school,0
L0000331,37,86202.0,2.6,4752.0,48,723,0.533,rent,home-improvement,2,0,phd,0
L0000332,22,42522.0,18.9,24404.0,60,670,0.289,rent,car,0,0,high-school,0
L0000333,43,76956.0,2.8,47500.0,12,827,0.169,rent,credit-card,1,0,high-school,0
L0000334,31,67251.0,1.9,33535.0,24,681,0.437,own,debt-consolidation,1,0,bachelor,1
L0000335,61,78041.0,8.4,49340.0,24,589,0.16,mortgage,car,2,0,high-school,0
L0000336,42,57163.0,9.3,41286.0,60,635,0.488,rent,other,1,0,bachelor,1
L0000337,21,67383.0,3.6,54131.0,36,730,0.232,rent,home-improvement,2,1,bachelor,0
L0000338,56,34230.0,7.1,46119.0,60,733,0.177,own,home-improvement,0,0,phd,1
L0000339,51,66886.0,4.2,12193.0,48,686,0.081,mortgage,other,2,0,high-school,0
L0000340,57,93646.0,0.2,14786.0,60,686,0.203,mortgage,car,1,0,bachelor,0
L0000341,37,113839.0,2.4,19206.0,48,699,0.474,own,credit-card,0,1,high-school,0
L0000342,67,51234.0,1.1,17429.0,24,733,0.303,rent,home-improvement,1,0,master,0
L0000343,43,121037.0,4.7,9777.0,12,683,0.469,rent,debt-consolidation,1,0,bachelor,1
L0000344,51,50320.0,5.5,48038.0,36,598,0.212,mortgage,debt-consolidation,1,0,bachelor,0
L0000345,48,74070.0,3.9,19314.0,12,636,0.178,own,debt-consolidation,2,0,high-school,0
L0000346,49,55736.0,0.4,31344.0,36,644,0.2,rent,debt-consolidation,2,0,phd,0
L0000347,31,95932.0,3.4,56835.0,24,603,0.234,mortgage,home-improvement,1,1,bachelor,0
L0000348,43,59384.0,7.3,19142.0,60,600,0.39,own,debt-consolidation,1,1,bachelor,0
L0000349,31,41353.0,11.2,37110.0,36,708,0.552,mortgage,credit-card,1,0,high-school,0
L0000350,32,86486.0,4.4,31630.0,36,681,0.345,mortgage,small-business,0,0,bachelor,1
L0000351,58,43346.0,0.6,53968.0,36,732,0.241,rent,home-improvement,2,0,high-school,0
L0000352,59,62382.0,2.9,57024.0,60,806,0.314,mortgage,debt-consolidation,0,0,high-school,0
L0000353,61,25296.0,6.2,59106.0,48,738,0.098,rent,credit-card,3,0,phd,1
L0000354,50,78615.0,2.0,15698.0,48,731,0.44,rent,debt-consolidation,1,1,master,0
L0000355,33,23287.0,11.8,56089.0,36,581,0.357,own,small-business,2,1,bachelor,1
L0000356,26,43262.0,3.8,51255.0,36,725,0.355,rent,small-business,2,0,master,0
L0000357,51,29302.0,10.8,31453.0,36,682,0.29,own,credit-card,3,0,high-school,0
L0000358,64,32728.0,2.5,36678.0,36,766,0.249,mortgage,credit-card,0,0,bachelor,0
L0000359,46,53319.0,1.6,2601.0,60,597,0.136,rent,car,0,0,high-school,0
L0000360,34,40047.0,2.7,52688.0,36,746,0.193,own,other,1,1,high-school,0
L0000361,50,75505.0,6.9,15684.0,48,644,0.282,mortgage,debt-consolidation,2,0,master,0
L0000362,29,48493.0,5.7,31531.0,24,614,0.43,mortgage,home-improvement,1,0,bachelor,1
L0000363,63,58429.0,8.3,41222.0,60,827,0.534,own,credit-card,0,0,bachelor,0
L0000364,39,37512.0,9.1,48657.0,60,690,0.095,mortgage,debt-consolidation,1,0,phd,1
L0000365,50,75859.0,3.4,48154.0,36,677,0.051,rent,debt-consolidation,0,1,bachelor,0
L0000366,54,58815.0,9.9,39041.0,60,647,0.296,own,car,1,1,high-school,0
L0000367,63,68650.0,0.9,19958.0,48,663,0.129,own,other,1,0,high-school,0
L0000368,37,76271.0,10.2,50832.0,12,657,0.369,mortgage,debt-consolidation,2,1,high-school,0
L0000369,44,79940.0,5.2,19008.0,60,668,0.605,rent,debt-consolidation,1,0,high-school,1
L0000370,39,65312.0,12.5,50503.0,36,675,0.363,mortgage,home-improvement,2,0,high-school,0
L0000371,24,58589.0,4.2,17823.0,24,667,0.222,mortgage,debt-consolidation,3,1,bachelor,0
L0000372,36,89053.0,5.7,25568.0,60,610,0.056,rent,other,1,0,bachelor,0
L0000373,28,58301.0,7.5,24082.0,24,686,0.376,rent,debt-consolidation,3,0,master,0
L0000374,57,44979.0,4.8,42307.0,36,703,0.221,mortgage,other,2,1,high-school,0
L0000375,52,81848.0,2.7,39842.0,60,739,0.105,rent,debt-consolidation,1,0,master,0
L0000376,26,86748.0,10.3,15570.0,60,761,0.353,own,debt-consolidation,1,0,bachelor,0
L0000377,39,52940.0,3.7,19968.0,60,662,0.762,rent,small-business,1,0,bachelor,1
L0000378,22,71614.0,6.7,44750.0,60,709,0.248,own,small-business,0,1,bachelor,1
L0000379,44,66503.0,1.8,6341.0,36,737,,rent,other,0,0,bachelor,0
L0000380,32,56411.0,4.5,54314.0,60,646,,rent,car,1,0,high-school,0
L0000381,57,27967.0,,53268.0,24,700,0.237,own,other,2,0,master,0
L0000382,66,33000.0,7.2,3042.0,24,708,0.471,rent,debt-consolidation,0,0,high-school,0
L0000383,51,45874.0,5.4,46515.0,24,559,0.228,rent,home-improvement,2,0,bachelor,0
L0000384,27,55192.0,1.0,2211.0,48,684,0.088,mortgage,debt-consolidation,3,0,bachelor,0
L0000385,56,31905.0,6.0,19834.0,12,694,0.06,mortgage,debt-consolidation,0,0,bachelor,0
L0000386,46,21121.0,2.3,17440.0,24,637,0.168,rent,car,0,0,high-school,0
L0000387,22,51735.0,4.8,47747.0,36,750,0.102,mortgage,debt-consolidation,0,0,bachelor,0
L0000388,24,54387.0,8.3,10268.0,36,807,0.471,rent,debt-consolidation,3,1,high-school,0
L0000389,66,79959.0,1.0,19177.0,12,710,0.112,own,other,2,0,bachelor,0
L0000390,57,129289.0,6.2,44380.0,24,604,0.621,rent,other,1,0,bachelor,1
L0000391,38,29401.0,6.8,3775.0,12,671,0.067,rent,home-improvement,0,0,high-school,0
L0000392,21,63180.0,1.9,18097.0,24,623,0.473,rent,debt-consolidation,1,0,bachelor,1
L0000393,55,157999.0,4.7,59970.0,36,827,0.043,own,debt-consolidation,1,1,master,0
L0000394,43,29943.0,4.1,51649.0,36,649,0.361,mortgage,credit-card,0,0,high-school,1
L0000395,41,34909.0,1.3,39933.0,48,698,0.202,mortgage,other,1,0,master,1
L0000396,22,83895.0,2.8,26999.0,36,763,0.078,mortgage,debt-consolidation,1,0,master,0
L0000397,31,58983.0,3.2,44959.0,36,628,0.379,mortgage,home-improvement,0,1,bachelor,1
L0000398,32,61328.0,8.7,26044.0,36,636,0.16,mortgage,home-improvement,3,0,bachelor,0
L0000399,47,71618.0,6.9,6232.0,24,772,0.377,mortgage,debt-consolidation,2,0,high-school,0
L0000400,51,75580.0,6.6,31209.0,24,770,0.324,rent,credit-card,1,0,bachelor,0
L0000401,25,65551.0,6.5,39747.0,60,619,0.185,rent,home-improvement,5,1,high-school,0
L0000402,67,69254.0,8.4,35524.0,36,616,0.231,rent,car,1,0,master,0
L0000403,23,31597.0,1.6,32079.0,60,727,0.208,mortgage,debt-consolidation,2,0,high-school,0
L0000404,53,84283.0,2.4,58984.0,36,726,0.163,mortgage,small-business,3,0,high-school,0
L0000405,34,109509.0,8.8,2236.0,36,647,0.197,rent,home-improvement,1,0,high-school,0
L0000406,69,89249.0,4.0,24799.0,60,706,0.077,rent,debt-consolidation,2,1,high-school,0
L0000407,41,67822.0,4.6,10813.0,12,610,0.322,mortgage,home-improvement,1,0,bachelor,0
L0000408,50,126652.0,1.6,24196.0,60,723,0.406,rent,debt-consolidation,1,0,high-school,0
L0000409,33,58926.0,1.8,22514.0,36,704,0.284,mortgage,credit-card,0,0,phd,0
L0000410,37,84698.0,9.5,4673.0,48,572,0.241,rent,credit-card,0,0,master,1
L0000411,69,116069.0,10.9,10256.0,48,662,0.289,rent,credit-card,0,0,high-school,1
L0000412,62,45995.0,3.7,46490.0,36,665,0.077,rent,credit-card,2,0,bachelor,0
L0000413,22,97716.0,23.4,25510.0,12,731,0.13,mortgage,debt-consolidation,0,0,phd,0
L0000414,54,32556.0,4.0,54764.0,48,615,0.36,rent,car,0,0,bachelor,1
L0000415,63,36722.0,9.9,59744.0,48,765,0.413,rent,car,1,1,master,0
L0000416,52,34804.0,5.4,53236.0,24,691,0.335,mortgage,home-improvement,2,0,high-school,0
L0000417,41,20595.0,3.4,39611.0,48,761,0.318,own,credit-card,1,0,master,0
L0000418,41,39245.0,6.5,34383.0,36,591,0.271,mortgage,home-improvement,0,0,master,0
L0000419,58,56211.0,1.5,44724.0,48,707,0.136,rent,home-improvement,2,0,bachelor,0
L0000420,65,47207.0,10.9,2470.0,36,699,0.081,own,credit-card,1,1,high-school,0
L0000421,65,30515.0,3.0,8781.0,12,702,0.309,mortgage,credit-card,1,0,high-school,0
L0000422,49,17862.0,4.4,4437.0,12,712,0.217,mortgage,debt-consolidation,2,1,master,0
L0000423,49,38650.0,2.6,49078.0,48,707,0.134,rent,small-business,1,1,bachelor,0
L0000424,56,36975.0,5.1,10689.0,60,532,0.381,mortgage,home-improvement,1,1,bachelor,0
L0000425,45,127084.0,3.2,55293.0,48,804,0.252,mortgage,other,0,0,high-school,0
L0000426,23,53711.0,3.8,36882.0,36,643,0.49,rent,small-business,0,1,bachelor,1
L0000427,51,119266.0,,59780.0,60,648,0.462,rent,car,1,0,bachelor,0
L0000428,60,39235.0,0.6,43986.0,36,693,0.11,rent,small-business,0,0,high-school,1
L0000429,68,86968.0,5.5,7075.0,36,723,0.448,mortgage,debt-consolidation,1,0,high-school,0
L0000430,35,60467.0,2.5,30276.0,36,597,0.109,rent,car,2,0,bachelor,1
L0000431,24,37621.0,7.8,11980.0,48,585,0.119,mortgage,debt-consolidation,0,0,high-school,0
L0000432,49,60817.0,2.4,6666.0,36,793,0.232,mortgage,debt-consolidation,3,0,bachelor,0
L0000433,48,49377.0,3.4,36658.0,60,665,0.3,rent,home-improvement,1,0,bachelor,0
L0000434,55,47229.0,6.2,22744.0,36,710,0.195,rent,home-improvement,1,0,high-school,0
L0000435,44,25659.0,6.0,28201.0,36,618,0.386,own,other,3,0,bachelor,0
L0000436,54,131463.0,0.0,28169.0,24,802,0.294,rent,debt-consolidation,1,0,high-school,0
L0000437,61,69172.0,2.1,8320.0,48,748,0.219,rent,debt-consolidation,1,1,bachelor,0
L0000438,32,32826.0,3.7,2308.0,60,650,0.062,mortgage,car,1,0,high-school,0
L0000439,26,64576.0,0.7,55347.0,60,797,0.226,mortgage,other,1,0,master,0
L0000440,59,46329.0,1.1,22433.0,36,736,0.078,rent,small-business,1,0,bachelor,0
L0000441,52,101776.0,6.0,5866.0,36,746,0.381,rent,debt-consolidation,4,0,phd,1
L0000442,28,47518.0,5.2,23509.0,24,751,0.265,mortgage,credit-card,1,1,master,0
L0000443,35,53069.0,10.3,41370.0,60,663,0.176,mortgage,small-business,2,1,master,0
L0000444,48,40887.0,7.8,34178.0,24,816,0.083,rent,debt-consolidation,0,0,master,0
L0000445,58,67283.0,2.1,18642.0,48,812,0.065,rent,car,1,0,high-school,0
L0000446,47,53777.0,9.6,17784.0,36,815,0.228,mortgage,debt-consolidation,0,0,bachelor,0
L0000447,24,95070.0,7.9,38550.0,36,528,0.21,mortgage,small-business,1,1,high-school,0
L0000448,58,62237.0,3.3,24252.0,36,692,0.089,mortgage,other,0,0,high-school,0
L0000449,62,162713.0,,37098.0,36,715,0.327,mortgage,debt-consolidation,1,0,master,0
L0000450,23,50869.0,4.9,15957.0,36,667,0.148,own,debt-consolidation,1,0,bachelor,0
L0000451,21,37923.0,4.1,22328.0,48,690,0.248,mortgage,debt-consolidation,0,0,master,0
L0000452,27,39095.0,5.6,50293.0,60,688,0.156,mortgage,debt-consolidation,1,1,bachelor,0
L0000453,64,39178.0,0.8,34172.0,36,784,0.084,rent,debt-consolidation,1,1,bachelor,0
L0000454,66,37573.0,2.6,24805.0,36,774,0.574,rent,car,2,0,master,0
L0000455,44,107356.0,1.2,14092.0,24,714,0.091,rent,credit-card,0,1,high-school,0
L0000456,41,48280.0,2.3,37108.0,48,721,0.154,own,debt-consolidation,2,0,bachelor,1
L0000457,66,62101.0,5.4,25431.0,60,692,0.155,own,debt-consolidation,2,0,bachelor,0
L0000458,33,30546.0,5.2,20668.0,36,830,0.157,own,small-business,2,0,high-school,0
L0000459,21,54298.0,5.2,39146.0,24,716,0.094,rent,debt-consolidation,3,0,master,0
L0000460,62,18930.0,10.5,36126.0,36,812,0.037,rent,debt-consolidation,0,0,high-school,0
L0000461,66,63709.0,4.8,14360.0,36,758,0.362,rent,small-business,2,0,master,0
L0000462,60,42777.0,3.6,46507.0,24,731,0.09,mortgage,credit-card,3,0,high-school,0
L0000463,47,111711.0,4.2,47080.0,36,584,0.309,rent,other,1,0,high-school,0
L0000464,69,78850.0,0.4,37356.0,36,776,0.236,mortgage,credit-card,0,0,bachelor,0
L0000465,24,78064.0,5.7,37287.0,24,569,0.195,rent,credit-card,2,0,bachelor,1
L0000466,64,36657.0,,18941.0,36,677,0.27,mortgage,debt-consolidation,1,0,high-school,0
L0000467,69,63989.0,8.6,25073.0,48,594,0.161,mortgage,other,4,1,bachelor,0
L0000468,47,131232.0,1.2,51797.0,60,758,0.163,rent,credit-card,1,1,bachelor,0
L0000469,34,38619.0,6.0,50561.0,12,661,0.45,own,debt-consolidation,5,0,bachelor,0
L0000470,31,37262.0,6.5,51926.0,60,736,0.254,rent,home-improvement,2,0,bachelor,1
L0000471,30,55696.0,13.0,51614.0,24,543,0.402,rent,home-improvement,1,0,bachelor,1
L0000472,26,60831.0,5.2,50813.0,36,753,0.134,mortgage,debt-consolidation,0,1,bachelor,0
L0000473,24,73711.0,9.5,29528.0,60,749,0.375,own,debt-consolidation,0,0,bachelor,0
L0000474,47,69414.0,2.0,22265.0,60,618,0.435,mortgage,debt-consolidation,0,0,bachelor,1
L0000475,46,60402.0,5.9,57560.0,48,652,0.086,mortgage,debt-consolidation,1,0,bachelor,0
L0000476,26,39586.0,5.9,46209.0,12,784,0.104,mortgage,debt-consolidation,1,0,high-school,0
L0000477,54,133257.0,14.8,2824.0,36,709,0.472,mortgage,small-business,0,1,bachelor,0
L0000478,47,107789.0,7.5,11072.0,24,750,0.258,rent,debt-consolidation,2,0,bachelor,1
L0000479,35,67538.0,10.4,41681.0,36,566,0.125,own,home-improvement,2,0,bachelor,1
L0000480,64,96162.0,2.9,46303.0,36,679,0.421,mortgage,debt-consolidation,1,0,high-school,0
L0000481,55,53873.0,4.8,8352.0,60,762,0.068,mortgage,debt-consolidation,1,0,master,0
L0000482,39,31843.0,3.8,34661.0,24,639,0.29,rent,debt-consolidation,0,0,bachelor,0
L0000483,62,82443.0,13.1,34743.0,48,645,,mortgage,debt-consolidation,2,0,bachelor,0
L0000484,68,31189.0,1.1,25603.0,36,689,0.227,own,car,2,0,bachelor,1
L0000485,43,140056.0,6.8,33890.0,60,637,0.202,rent,debt-consolidation,0,0,master,0
L0000486,51,33263.0,2.2,4978.0,24,790,0.666,rent,home-improvement,0,1,bachelor,0
L0000487,68,104426.0,10.0,25932.0,36,741,0.217,mortgage,debt-consolidation,0,0,bachelor,0
L0000488,43,128792.0,4.9,11996.0,36,690,0.175,own,small-business,1,0,bachelor,0
L0000489,26,30174.0,3.2,37671.0,48,838,0.466,own,debt-consolidation,0,0,master,1
L0000490,41,28882.0,4.9,33984.0,36,682,0.143,rent,debt-consolidation,2,0,bachelor,0
L0000491,56,69876.0,0.8,2191.0,60,726,0.216,mortgage,car,1,0,bachelor,0
L0000492,68,111455.0,8.9,57724.0,24,627,0.285,rent,home-improvement,3,0,bachelor,0
L0000493,57,76574.0,9.7,25294.0,60,688,0.528,rent,home-improvement,2,0,high-school,1
L0000494,68,38434.0,7.3,14888.0,12,739,0.196,rent,other,0,0,bachelor,0
L0000495,48,112077.0,7.1,30771.0,36,737,0.112,mortgage,car,0,0,high-school,0
L0000496,57,153324.0,3.2,37451.0,24,628,0.168,rent,debt-consolidation,2,1,high-school,0
L0000497,27,36490.0,1.4,56998.0,36,600,0.316,own,car,2,1,master,1
L0000498,62,66517.0,5.7,56958.0,48,696,0.309,mortgage,home-improvement,0,0,bachelor,0
L0000499,47,74361.0,1.8,43832.0,36,718,0.216,mortgage,other,1,0,bachelor,0
L0000500,22,49414.0,1.4,45591.0,60,553,,own,car,1,1,high-school,1
L0000501,29,37431.0,5.3,22503.0,48,842,0.138,own,debt-consolidation,1,0,high-school,0
L0000502,56,34725.0,6.6,20709.0,36,713,0.047,rent,car,1,0,phd,0
L0000503,25,25193.0,4.9,22721.0,60,549,0.249,mortgage,credit-card,2,0,bachelor,0
L0000504,52,82668.0,10.8,24069.0,48,720,0.104,own,debt-consolidation,0,0,master,0
L0000505,47,44478.0,7.5,36613.0,60,578,0.374,mortgage,car,3,0,bachelor,0
L0000506,43,118314.0,0.5,32085.0,36,619,0.466,mortgage,credit-card,1,1,bachelor,0
L0000507,50,71556.0,1.6,22501.0,60,723,0.379,own,credit-card,3,1,high-school,0
L0000508,53,53915.0,12.0,46482.0,24,602,0.424,rent,home-improvement,0,1,high-school,1
L0000509,60,107587.0,5.5,58882.0,60,624,0.07,own,debt-consolidation,3,0,bachelor,0
L0000510,47,54073.0,5.2,33379.0,36,750,0.331,rent,other,0,0,high-school,0
L0000511,31,43386.0,0.8,22429.0,12,683,0.188,own,debt-consolidation,0,0,bachelor,1
L0000512,64,77742.0,6.5,45696.0,48,659,0.051,rent,home-improvement,2,0,phd,0
L0000513,66,43480.0,3.1,12930.0,60,678,0.354,rent,debt-consolidation,0,0,bachelor,0
L0000514,30,60006.0,2.5,36710.0,36,809,0.198,own,car,4,0,high-school,1
L0000515,48,65230.0,,18387.0,36,749,0.421,mortgage,debt-consolidation,2,0,master,1
L0000516,44,56885.0,2.4,12968.0,60,593,0.066,own,debt-consolidation,3,0,bachelor,0
L0000517,52,65669.0,4.2,32894.0,12,795,0.408,mortgage,small-business,3,1,master,0
L0000518,23,65709.0,2.1,8872.0,48,660,0.597,rent,debt-consolidation,1,0,high-school,1
L0000519,29,59936.0,5.4,33356.0,48,684,0.047,rent,debt-consolidation,2,0,bachelor,0
L0000520,28,43470.0,1.9,52100.0,36,622,0.096,rent,debt-consolidation,1,0,high-school,0
L0000521,60,34559.0,8.3,44760.0,36,657,0.472,rent,debt-consolidation,2,1,high-school,0
L0000522,51,39436.0,10.5,38841.0,24,704,0.134,mortgage,debt-consolidation,0,0,high-school,0
L0000523,53,40570.0,3.7,6221.0,24,695,0.353,own,debt-consolidation,3,0,master,0
L0000524,36,73899.0,6.2,7088.0,36,811,0.503,own,other,2,0,high-school,0
L0000525,30,119378.0,0.4,49688.0,36,610,0.127,rent,credit-card,1,0,bachelor,1
L0000526,25,54756.0,1.6,47630.0,24,679,0.207,own,credit-card,0,0,bachelor,0
L0000527,45,95507.0,1.5,10358.0,36,543,0.407,mortgage,car,2,0,high-school,1
L0000528,58,40009.0,1.6,29836.0,36,650,0.282,own,debt-consolidation,2,0,bachelor,1
L0000529,39,51402.0,1.4,57856.0,36,762,,mortgage,home-improvement,1,1,phd,0
L0000530,68,50813.0,6.7,48537.0,36,795,0.48,rent,car,0,0,bachelor,0
L0000531,69,71614.0,0.5,27832.0,12,801,0.342,mortgage,home-improvement,1,0,master,0
L0000532,24,41554.0,,26521.0,60,663,0.06,own,car,1,0,bachelor,0
L0000533,69,76576.0,5.5,29846.0,24,668,0.065,own,car,0,0,bachelor,0
L0000534,58,64183.0,7.2,3848.0,60,622,0.57,mortgage,home-improvement,2,0,bachelor,0
L0000535,49,59020.0,1.7,39326.0,36,676,0.447,mortgage,debt-consolidation,3,0,bachelor,0
L0000536,30,42405.0,3.4,27044.0,48,772,0.277,rent,small-business,2,0,master,0
L0000537,39,25952.0,7.5,8415.0,36,748,0.319,own,other,2,0,master,0
L0000538,61,44734.0,8.4,2774.0,36,654,0.127,own,car,2,1,bachelor,0
L0000539,44,76691.0,5.3,37584.0,60,667,0.144,own,credit-card,2,0,bachelor,0
L0000540,65,24705.0,2.6,36483.0,24,669,0.153,rent,debt-consolidation,1,0,high-school,0
L0000541,34,26902.0,9.1,46645.0,60,651,0.197,mortgage,debt-consolidation,0,0,high-school,1
L0000542,36,47952.0,2.1,9088.0,48,706,0.078,own,credit-card,0,1,high-school,0
L0000543,58,37329.0,2.6,5664.0,60,741,0.132,mortgage,small-business,1,1,master,0
L0000544,26,231316.0,1.4,50640.0,60,850,0.105,mortgage,credit-card,1,0,high-school,0
L0000545,45,60684.0,6.1,8697.0,24,690,0.567,mortgage,debt-consolidation,1,0,high-school,0
L0000546,37,45401.0,2.9,8979.0,60,738,0.64,rent,car,1,0,phd,0
L0000547,48,90758.0,4.4,56495.0,36,619,0.194,rent,small-business,1,0,bachelor,1
L0000548,29,52818.0,2.1,9142.0,36,697,0.282,rent,small-business,4,0,high-school,0
L0000549,23,52316.0,4.6,28664.0,24,679,0.298,mortgage,other,0,0,bachelor,0
L0000550,58,123599.0,8.1,53363.0,24,736,0.063,mortgage,car,0,1,bachelor,0
L0000551,25,21296.0,2.7,17111.0,24,724,0.367,mortgage,small-business,1,0,high-school,0
L0000552,39,35206.0,5.5,27981.0,12,738,0.088,mortgage,debt-consolidation,1,0,bachelor,0
L0000553,31,69022.0,4.3,58737.0,36,680,0.171,rent,other,3,0,high-school,0
L0000554,55,35356.0,6.3,19054.0,48,665,0.108,mortgage,credit-card,1,0,bachelor,0
L0000555,42,35160.0,6.7,46407.0,48,605,0.34,mortgage,car,2,1,master,0
