equipment_id,asset_type,manufacturer,plant_site,criticality,rated_power_kw,rated_rpm,operating_hours,runtime_since_overhaul_hours,last_maintenance_days_ago,maintenance_type_last,num_starts_30d,load_percent,ambient_temp_c,humidity_percent,vibration_rms_mm_s,vibration_peak_g,bearing_temp_c,motor_winding_temp_c,oil_temp_c,oil_pressure_bar,oil_particle_count_iso4406,suction_pressure_bar,discharge_pressure_bar,flow_rate_m3_h,current_draw_amps,power_factor,failure_within_30d
EQ-000130,motor,Atlas-Copco,ROT-02,C,630,1500,69553,48028,106,predictive,15,73.4,22.0,29.5,3.27,1.13,55.6,70.3,53.4,3.71,51.0,2.23,11.77,365.0,883.0,0.944,0
EQ-000131,pump,Siemens,ROT-02,C,11,3600,10562,9565,72,preventive,8,65.9,26.8,50.2,2.84,0.78,58.5,70.3,57.1,3.28,55.0,1.92,6.49,5.0,15.1,0.862,0
EQ-000132,pump,Flowserve,ROT-02,B,11,1800,31314,16915,362,preventive,12,83.2,33.0,,4.76,1.31,72.1,82.1,66.0,4.44,55.0,2.58,9.41,5.3,15.7,0.934,0
EQ-000133,compressor,KSB,ANT-05,B,75,1800,76871,12972,124,corrective,46,69.1,20.8,61.0,4.16,1.11,57.6,69.2,56.3,4.13,43.0,1.6,8.9,36.5,94.4,0.886,0
EQ-000134,pump,ABB,HOU-01,A,45,3600,52004,35522,69,corrective,11,95.6,29.1,56.7,3.41,0.98,65.5,75.5,61.6,2.82,44.0,2.19,5.57,24.1,80.8,0.83,0
EQ-000135,compressor,Siemens,SIN-04,A,11,3000,17744,7489,395,predictive,42,72.1,27.5,66.3,5.59,1.5,62.1,70.7,52.2,3.21,52.0,2.02,8.92,5.0,6.8,0.862,1
EQ-000136,compressor,KSB,SIN-04,C,75,3600,64909,28383,537,preventive,50,87.0,29.7,71.4,6.39,2.0,67.4,74.5,62.9,3.58,56.0,2.31,10.75,56.0,122.5,0.873,1
EQ-000137,motor,Atlas-Copco,HOU-01,A,75,3000,52312,32846,47,preventive,15,73.3,14.0,57.2,4.41,1.32,45.9,49.9,44.2,3.1,49.0,1.47,7.45,83.1,109.8,0.829,0
EQ-000138,motor,Atlas-Copco,ROT-02,B,630,1500,33302,16687,69,preventive,21,72.7,41.5,62.2,1.98,0.65,76.0,87.9,68.1,4.0,39.0,2.64,9.67,370.7,878.1,0.925,0
EQ-000139,motor,Siemens,ROT-02,C,11,1500,14242,7322,381,preventive,11,81.2,27.5,53.4,3.74,0.91,62.0,70.2,52.5,2.76,40.0,2.13,12.51,33.0,17.1,0.894,0
EQ-000140,compressor,Siemens,JUB-03,A,45,1500,57230,27701,147,preventive,41,73.3,19.2,53.1,3.76,1.04,49.6,55.5,46.2,5.01,53.0,2.02,7.91,29.6,63.3,0.917,0
EQ-000141,compressor,Atlas-Copco,SIN-04,B,22,1500,78405,24496,265,predictive,43,64.6,30.8,38.8,5.94,1.63,65.3,76.1,53.1,3.98,55.0,1.46,5.94,5.7,37.1,0.813,0
EQ-000142,compressor,WEG,HOU-01,B,11,1500,30150,28410,170,corrective,43,76.6,26.0,71.8,4.83,1.28,55.7,60.8,52.2,3.19,48.0,2.34,9.64,14.4,18.9,0.848,0
EQ-000143,motor,ABB,HOU-01,B,630,1500,30785,9436,355,preventive,10,75.6,17.9,51.5,2.89,0.4,47.8,55.3,36.5,3.29,44.0,1.85,7.16,374.0,907.1,0.857,0
EQ-000144,pump,KSB,SIN-04,A,160,1800,76533,73383,13,predictive,20,69.4,37.6,55.5,4.89,1.38,73.5,77.4,66.8,2.82,50.0,2.41,9.77,105.1,215.3,0.828,0
EQ-000145,motor,WEG,ROT-02,A,110,1800,58939,45099,43,preventive,8,74.2,30.0,63.1,3.7,1.1,58.8,64.5,51.0,4.05,51.0,1.96,12.58,36.0,154.3,0.879,0
EQ-000146,pump,WEG,HOU-01,B,160,3600,1901,1221,205,preventive,9,74.9,26.3,44.2,3.47,1.13,53.2,58.4,48.9,3.03,33.0,1.96,13.47,97.5,239.7,0.875,0
EQ-000147,motor,KSB,HOU-01,A,250,3000,38396,32070,107,corrective,9,77.0,27.7,62.6,4.14,1.05,60.2,72.5,52.0,3.65,57.0,1.94,9.22,165.9,368.5,0.844,0
EQ-000148,motor,Sulzer,ROT-02,B,45,1800,31010,22091,226,preventive,9,78.0,29.2,67.5,3.63,0.95,63.2,72.2,54.3,2.71,56.0,1.71,10.43,9.0,76.2,0.891,0
EQ-000149,motor,Siemens,HOU-01,A,11,3000,6084,2664,41,preventive,13,80.3,21.2,61.6,2.53,0.62,53.5,60.7,51.6,3.0,48.0,1.69,11.98,27.9,15.1,0.86,0
EQ-000150,motor,ABB,JUB-03,A,110,3000,60898,45281,501,corrective,10,61.0,31.3,62.8,5.35,1.61,65.9,72.1,58.7,3.75,59.0,1.52,11.49,44.1,132.6,0.976,0
EQ-000151,pump,WEG,ANT-05,B,250,3600,48755,35840,334,preventive,9,58.5,27.8,34.1,4.61,1.47,66.3,69.9,55.8,2.61,38.0,2.39,8.26,133.7,287.1,0.885,0
EQ-000152,motor,Siemens,HOU-01,A,22,1800,76929,31834,512,preventive,12,73.3,22.7,51.1,5.25,1.43,59.7,62.2,54.4,3.17,37.0,2.23,9.22,32.1,31.5,0.818,0
EQ-000153,pump,Siemens,JUB-03,A,110,1500,40108,4921,115,preventive,18,69.3,42.5,74.6,2.85,0.61,71.2,75.6,66.2,3.56,44.0,1.37,10.59,59.9,140.7,0.917,0
EQ-000154,pump,KSB,HOU-01,C,160,3600,84368,28316,327,predictive,15,79.7,23.4,78.2,4.47,1.23,59.4,71.9,55.9,3.22,50.0,2.59,7.25,83.5,243.6,0.911,0
EQ-000155,pump,Atlas-Copco,HOU-01,A,160,1800,26035,4339,95,preventive,9,84.5,33.2,85.6,2.93,0.93,64.1,77.5,61.3,3.85,52.0,2.35,10.5,115.9,263.3,0.877,0
EQ-000156,motor,Atlas-Copco,SIN-04,C,22,3000,13481,4508,128,preventive,11,63.8,32.7,51.1,2.0,0.45,62.9,71.6,58.9,3.42,42.0,2.46,13.32,26.2,34.7,0.917,0
EQ-000157,motor,Atlas-Copco,HOU-01,B,22,1800,48764,6233,496,preventive,11,87.6,26.8,31.2,4.35,1.34,61.1,77.8,58.4,3.12,32.0,1.9,8.37,5.0,30.7,0.916,0
EQ-000158,motor,Atlas-Copco,SIN-04,B,22,3600,35593,18707,67,preventive,14,88.2,30.7,45.8,2.85,0.76,62.6,81.5,62.7,2.89,38.0,1.65,10.51,10.0,26.7,0.918,0
EQ-000159,pump,ABB,ROT-02,C,110,3000,50872,20598,394,predictive,9,82.2,28.8,33.3,5.27,1.39,68.6,75.1,67.1,2.03,49.0,1.59,14.42,88.6,164.6,0.838,0
EQ-000160,motor,KSB,HOU-01,A,630,3000,2342,1279,310,none,8,77.6,22.5,43.3,2.45,0.67,57.6,64.2,55.1,,46.0,1.65,9.62,377.6,939.3,0.899,0
EQ-000161,motor,ABB,ANT-05,B,250,3000,40614,35877,133,corrective,7,56.5,30.9,51.7,2.68,0.76,62.2,64.3,61.7,3.67,47.0,2.2,11.6,151.5,269.9,0.875,0
EQ-000162,motor,KSB,HOU-01,A,250,1500,61711,31794,220,predictive,12,75.4,24.4,28.9,4.42,1.21,50.8,60.2,52.8,3.59,56.0,2.68,10.88,158.9,361.9,0.817,0
EQ-000163,motor,Flowserve,SIN-04,A,160,3600,38444,23997,216,corrective,16,74.4,23.4,45.0,3.03,1.07,55.2,68.2,50.4,3.36,42.0,2.36,13.1,103.0,238.7,0.939,0
EQ-000164,compressor,Flowserve,JUB-03,C,110,3000,49253,7594,63,corrective,31,80.1,26.5,48.9,4.61,1.04,60.7,68.8,57.8,4.12,43.0,2.38,12.88,74.6,168.0,0.804,0
EQ-000165,pump,Atlas-Copco,ROT-02,C,75,1800,9442,9374,386,predictive,14,78.9,32.1,60.8,4.1,0.93,61.8,73.9,57.6,5.37,47.0,1.85,9.13,51.9,120.7,0.946,0
EQ-000166,compressor,ABB,HOU-01,B,45,1800,7186,5509,153,preventive,50,77.3,29.9,68.3,3.47,0.64,58.0,70.9,52.0,4.36,31.0,1.87,10.44,26.5,83.9,0.818,0
EQ-000167,motor,ABB,ANT-05,B,160,1500,40765,29758,189,preventive,13,67.5,32.0,54.4,3.26,0.83,69.1,74.1,63.6,3.79,56.0,2.17,8.81,113.9,198.4,0.866,0
EQ-000168,motor,ABB,ROT-02,B,11,3600,58712,23192,466,corrective,10,78.0,43.3,52.2,4.13,1.54,83.9,94.7,79.0,3.47,39.0,1.65,9.71,19.9,10.7,0.863,0
EQ-000169,pump,WEG,HOU-01,C,630,1500,43724,23004,514,corrective,10,84.4,26.9,39.7,5.04,1.53,65.4,79.9,58.3,2.09,39.0,2.59,8.98,392.0,1007.8,0.818,0
EQ-000170,motor,ABB,SIN-04,A,110,3000,24787,16944,216,corrective,15,89.1,30.0,27.7,3.72,1.1,65.5,76.4,64.0,3.35,46.0,1.98,10.65,70.2,185.7,0.907,0
EQ-000171,motor,Sulzer,SIN-04,B,11,1500,36729,25771,531,preventive,14,66.7,28.1,,4.16,1.06,61.4,77.2,55.3,3.79,45.0,1.86,7.62,8.1,10.7,0.962,0
EQ-000172,pump,WEG,JUB-03,A,45,1500,20647,3168,372,preventive,17,85.3,25.9,,3.08,0.87,63.6,76.6,58.3,3.15,52.0,1.48,12.94,13.2,78.7,0.862,0
EQ-000173,compressor,Atlas-Copco,SIN-04,A,110,1500,79131,16390,279,preventive,43,78.0,27.3,77.5,4.59,1.24,58.3,69.9,56.8,2.99,45.0,2.21,7.45,77.1,166.6,0.836,0
EQ-000174,compressor,KSB,ANT-05,C,110,3000,4243,2518,205,preventive,53,73.1,22.4,49.6,3.02,0.89,54.2,64.4,52.2,3.71,47.0,1.56,8.87,62.2,144.8,0.869,0
EQ-000175,pump,Siemens,JUB-03,C,250,1500,80768,36122,256,predictive,9,60.3,26.8,48.1,4.27,0.95,61.5,68.4,58.6,3.48,46.0,2.53,12.58,154.6,287.0,0.844,0
EQ-000176,pump,KSB,HOU-01,A,11,1500,81491,16144,419,preventive,9,83.4,23.4,58.6,4.74,1.5,56.3,69.8,49.4,2.89,56.0,2.21,8.89,17.8,9.4,0.887,0
EQ-000177,motor,WEG,SIN-04,B,11,3000,55372,13541,409,preventive,9,59.6,18.2,66.3,4.28,0.93,51.3,59.7,49.7,3.88,55.0,2.74,9.06,11.0,17.2,0.834,0
EQ-000178,pump,Atlas-Copco,ANT-05,A,250,1500,55875,28639,508,corrective,11,69.4,27.2,61.0,5.18,1.6,55.2,63.8,47.9,4.11,40.0,1.53,10.05,136.6,333.9,0.891,0
EQ-000179,compressor,Siemens,ROT-02,B,45,3600,17821,17760,1,preventive,51,76.1,17.1,39.6,3.83,1.07,50.0,54.8,47.9,3.28,38.0,1.93,7.88,48.9,52.4,0.875,0
EQ-000180,compressor,KSB,ROT-02,A,400,1800,50946,19180,323,preventive,38,94.2,32.8,62.7,6.36,1.82,68.1,89.1,61.1,3.33,47.0,0.97,8.52,232.5,703.9,0.902,0
EQ-000181,pump,Flowserve,HOU-01,C,400,1800,84529,46960,329,corrective,8,78.3,26.0,43.4,5.5,1.4,65.9,74.3,60.2,4.41,,1.9,8.28,240.0,594.9,0.917,1
EQ-000182,pump,WEG,HOU-01,A,400,3000,16851,6482,42,corrective,11,62.5,28.5,27.1,2.19,0.73,50.8,60.7,46.2,4.5,44.0,2.09,10.39,226.8,467.2,0.881,0
EQ-000183,pump,Flowserve,ROT-02,B,250,3600,72532,40815,203,predictive,15,82.5,22.4,51.3,6.02,1.58,57.6,63.0,52.9,3.83,60.0,2.2,5.27,161.4,389.4,0.855,0
EQ-000184,motor,KSB,SIN-04,A,45,3000,27717,14687,393,preventive,7,86.3,30.1,60.0,4.4,1.36,61.7,79.6,56.9,3.41,43.0,1.26,9.84,11.5,72.3,0.957,0
EQ-000185,pump,Sulzer,SIN-04,B,11,1500,68872,67535,388,corrective,14,74.0,23.0,41.2,5.95,1.72,62.1,78.1,59.1,3.21,62.0,1.83,10.58,5.0,14.6,0.797,1
EQ-000186,motor,KSB,ROT-02,B,400,3000,36729,12440,344,none,6,92.9,28.3,55.5,3.31,0.66,62.5,75.3,59.8,3.47,54.0,1.93,10.31,252.4,707.6,0.843,0
EQ-000187,motor,Flowserve,HOU-01,B,45,1500,80537,38903,516,preventive,8,75.4,22.0,37.9,5.29,1.48,61.5,76.9,50.5,3.37,47.0,3.12,9.7,35.7,59.8,0.862,1
EQ-000188,motor,ABB,SIN-04,B,110,3000,16150,13321,290,preventive,11,58.7,24.1,60.4,2.25,0.75,51.2,54.7,48.1,3.7,43.0,1.27,6.72,85.6,114.3,0.871,0
EQ-000189,compressor,Atlas-Copco,ANT-05,B,630,3000,49919,22050,118,preventive,43,55.1,29.1,42.2,4.56,1.33,53.8,62.2,46.2,3.42,51.0,2.31,10.93,398.5,654.0,0.942,0
EQ-000190,motor,ABB,HOU-01,B,110,3000,48433,12137,538,corrective,10,68.3,31.9,,4.0,1.11,65.9,80.1,60.3,3.07,39.0,2.38,12.11,35.5,139.0,0.831,0
EQ-000191,pump,Sulzer,ANT-05,C,110,3600,5153,4376,394,corrective,10,76.9,18.1,54.4,3.36,1.05,51.5,56.0,44.9,3.06,47.0,1.88,9.84,53.7,158.9,0.931,0
EQ-000192,motor,Flowserve,ROT-02,B,630,1500,63186,59954,73,preventive,13,79.3,28.9,45.2,4.05,1.09,67.5,81.7,60.6,3.5,61.0,1.71,11.02,391.0,953.2,0.893,0
EQ-000193,compressor,Sulzer,HOU-01,A,11,3000,30378,11729,410,preventive,46,64.3,26.1,43.1,5.03,1.25,55.6,64.4,48.7,2.43,55.0,2.39,11.25,30.5,5.3,0.884,1
EQ-000194,motor,Siemens,JUB-03,B,110,1500,55195,32792,486,preventive,7,74.7,23.7,57.6,5.44,1.55,60.4,66.8,58.3,3.68,58.0,2.4,8.22,52.7,156.4,0.796,1
EQ-000195,motor,Flowserve,HOU-01,A,400,1500,27927,25706,305,corrective,9,55.4,35.9,28.8,3.31,0.71,62.6,71.1,60.5,,56.0,1.57,10.16,254.8,415.7,0.884,0
EQ-000196,pump,Sulzer,HOU-01,A,630,1500,53284,13217,247,preventive,15,63.2,31.2,49.0,2.66,0.8,59.2,65.3,56.5,3.51,34.0,2.34,6.57,359.6,759.3,0.907,0
EQ-000197,compressor,Atlas-Copco,JUB-03,B,160,1500,13445,4436,148,preventive,51,72.1,30.5,45.5,2.92,0.64,60.9,65.2,59.0,3.56,41.0,2.11,8.5,102.8,213.0,0.922,0
EQ-000198,motor,Flowserve,HOU-01,B,250,3000,63025,29065,194,corrective,10,66.8,20.3,85.4,3.22,1.08,49.4,68.7,48.8,3.76,36.0,1.68,12.36,136.5,325.9,0.95,0
EQ-000199,motor,Flowserve,JUB-03,A,250,1500,57394,45682,393,predictive,14,60.8,36.0,63.8,4.64,1.22,70.8,83.2,64.3,3.67,46.0,1.74,11.22,175.2,281.4,0.896,0
EQ-000200,pump,Sulzer,HOU-01,A,630,3000,69152,36914,324,preventive,9,75.8,27.9,35.5,5.32,1.64,62.8,68.6,58.2,4.18,61.0,1.89,11.08,382.8,914.1,0.852,0
EQ-000201,motor,Siemens,JUB-03,B,11,3000,37816,28340,306,corrective,11,76.5,22.3,58.2,4.25,1.11,50.0,59.2,42.1,3.63,40.0,1.8,11.25,5.0,25.6,0.825,0
EQ-000202,pump,Atlas-Copco,ROT-02,C,22,1500,83438,78952,26,preventive,13,93.5,24.6,40.2,5.18,1.48,61.9,78.4,60.6,3.29,,2.17,7.07,46.8,43.1,0.887,0
EQ-000203,motor,ABB,ANT-05,B,110,3000,74264,13485,180,preventive,18,60.5,37.4,79.5,2.19,0.72,60.6,63.3,57.3,4.32,33.0,3.05,7.91,68.5,121.3,0.884,0
EQ-000204,pump,Flowserve,ANT-05,A,160,1500,69177,58375,370,preventive,19,61.6,36.6,40.7,6.91,2.1,72.4,79.5,70.0,3.98,58.0,2.06,8.03,113.6,187.9,0.884,1
EQ-000205,motor,ABB,JUB-03,B,45,1500,47172,39079,383,preventive,16,88.5,36.3,46.6,3.6,0.93,72.9,84.2,65.7,2.61,59.0,2.01,10.38,11.8,75.5,0.897,1
EQ-000206,pump,Sulzer,HOU-01,A,110,3000,77576,25845,96,corrective,17,72.8,24.8,46.0,2.02,0.58,52.7,62.6,42.3,3.74,43.0,2.14,7.11,80.0,152.4,0.896,0
EQ-000207,pump,ABB,HOU-01,A,75,3000,33645,11343,272,preventive,7,74.4,29.0,80.0,3.38,0.8,61.6,73.8,59.3,4.15,45.0,2.02,12.59,38.6,111.3,0.759,0
EQ-000208,pump,WEG,JUB-03,B,110,1500,74646,65309,420,preventive,23,73.9,20.8,50.8,6.42,2.01,58.4,68.0,49.4,2.93,,2.17,9.65,91.8,153.6,0.773,1
EQ-000209,motor,Atlas-Copco,SIN-04,B,160,3600,58855,26561,209,predictive,12,87.1,27.9,62.4,4.08,1.23,69.7,83.2,64.1,3.96,40.0,1.52,11.49,73.3,268.0,0.786,0
EQ-000210,motor,Siemens,HOU-01,C,250,1500,48596,37683,418,preventive,13,81.1,20.6,68.7,4.2,1.33,49.6,60.6,44.7,4.03,55.0,1.22,7.95,152.9,383.4,0.92,0
EQ-000211,pump,Siemens,JUB-03,C,160,3000,49742,34743,353,corrective,8,61.3,31.1,58.5,5.08,1.25,59.7,62.9,56.0,2.81,52.0,2.19,10.29,78.2,196.8,0.824,0
EQ-000212,motor,ABB,HOU-01,B,250,3000,76285,50864,323,predictive,11,78.9,31.3,56.0,5.36,1.36,70.9,77.6,68.3,4.1,46.0,2.3,9.45,128.6,378.3,0.815,0
EQ-000213,motor,Atlas-Copco,ANT-05,C,110,3600,42907,16124,409,preventive,16,57.1,22.9,64.9,2.17,0.58,56.6,59.8,51.0,3.99,47.0,1.87,10.87,60.5,122.2,0.943,0
EQ-000214,motor,ABB,HOU-01,B,160,3600,82392,25835,0,preventive,13,86.7,27.1,41.0,3.84,1.19,61.0,72.0,49.0,2.7,50.0,1.63,9.45,84.4,257.3,0.826,0
EQ-000215,motor,Siemens,ROT-02,B,630,1500,13391,4390,51,preventive,9,77.8,24.1,63.4,1.82,0.48,61.7,73.0,48.1,3.29,49.0,1.72,14.57,404.3,932.2,0.886,0
EQ-000216,pump,KSB,HOU-01,C,75,3000,9504,7156,98,preventive,12,67.2,21.3,50.4,4.14,1.12,52.6,62.1,49.3,3.04,54.0,1.95,8.18,63.3,93.7,0.784,0
EQ-000217,pump,WEG,ANT-05,B,45,1800,42872,21471,405,preventive,8,69.2,35.8,68.6,5.01,1.35,68.0,80.0,62.3,2.91,52.0,1.47,13.4,31.5,61.3,0.902,0
EQ-000218,compressor,Atlas-Copco,JUB-03,C,250,3000,68870,66342,453,preventive,59,58.9,22.0,58.6,6.96,2.03,56.7,67.6,49.9,3.93,56.0,1.75,8.01,142.8,280.3,0.858,1
EQ-000219,motor,Atlas-Copco,ROT-02,B,160,3600,36732,30302,58,none,8,74.6,29.4,32.2,3.8,1.17,62.6,70.7,58.1,3.16,60.0,1.57,11.23,63.7,224.2,0.852,0
EQ-000220,motor,Siemens,HOU-01,B,110,3000,28872,14230,196,predictive,8,63.0,34.7,62.7,2.63,0.72,67.7,71.8,64.9,3.92,39.0,2.13,9.38,66.6,131.5,0.841,0
EQ-000221,motor,Atlas-Copco,HOU-01,A,110,1500,53314,53075,240,corrective,14,63.2,24.5,51.8,4.27,1.37,57.3,62.3,53.9,4.05,56.0,2.04,9.81,66.9,116.0,0.868,0
EQ-000222,motor,Sulzer,SIN-04,A,250,3600,69714,9315,76,predictive,6,83.6,25.5,37.6,2.12,0.56,54.6,69.4,46.2,3.99,31.0,1.39,8.33,147.7,409.1,0.855,0
EQ-000223,motor,ABB,HOU-01,A,250,1500,61395,48277,158,corrective,17,70.5,31.6,76.7,4.25,1.38,65.0,77.2,58.5,2.95,54.0,2.72,11.65,173.3,337.3,0.891,0
EQ-000224,compressor,Sulzer,HOU-01,A,160,3000,16458,10418,360,preventive,48,81.5,36.8,,4.82,1.38,65.7,77.0,61.4,,39.0,1.83,9.44,72.4,232.6,0.94,0
EQ-000225,motor,KSB,JUB-03,A,22,1500,28614,23124,191,preventive,8,85.7,21.7,39.6,3.29,0.99,54.9,69.6,44.0,3.43,49.0,1.72,11.89,5.0,38.5,0.925,0
EQ-000226,motor,Siemens,SIN-04,B,45,1800,45644,32928,16,predictive,8,76.0,31.3,72.6,4.23,0.9,61.5,70.0,51.1,2.71,41.0,2.15,11.01,22.9,60.9,0.938,0
EQ-000227,motor,Atlas-Copco,ROT-02,C,630,1800,21892,20228,139,preventive,14,70.1,29.4,40.2,2.31,0.72,55.3,71.5,53.6,4.33,51.0,2.23,12.01,391.5,841.0,0.879,0
EQ-000228,compressor,KSB,JUB-03,B,11,1500,81793,43704,489,corrective,44,82.9,32.9,77.8,7.3,2.12,72.3,87.0,67.2,3.69,50.0,1.97,8.39,11.5,14.7,0.878,1
EQ-000229,pump,WEG,SIN-04,B,75,1500,13837,9444,218,preventive,12,67.3,26.2,42.7,2.55,0.59,57.8,70.3,53.6,4.44,33.0,1.96,12.83,40.5,103.8,0.903,0
EQ-000230,compressor,WEG,SIN-04,A,400,1500,56115,36313,299,none,55,73.0,33.5,52.7,6.02,1.65,68.3,74.5,62.6,4.21,42.0,1.83,13.89,235.5,546.8,0.947,1
EQ-000231,motor,KSB,JUB-03,B,250,3600,48930,38064,317,predictive,11,88.4,42.0,51.1,3.85,1.14,71.4,91.8,66.1,5.12,46.0,1.5,9.05,169.1,423.2,0.875,0
EQ-000232,compressor,WEG,HOU-01,B,630,1500,29879,4507,27,corrective,45,67.3,32.0,33.9,2.12,0.62,58.3,64.5,52.7,3.26,46.0,1.56,10.3,371.9,811.4,0.864,0
EQ-000233,pump,WEG,JUB-03,A,160,1800,13107,4673,478,preventive,16,79.8,22.1,38.1,4.88,1.2,56.1,74.0,47.0,3.0,44.0,2.29,12.21,97.8,236.8,0.886,1
EQ-000234,motor,Atlas-Copco,HOU-01,B,22,3000,60053,17306,392,preventive,13,78.5,29.1,61.4,2.47,0.59,55.0,65.7,48.7,3.54,49.0,1.41,11.08,10.1,39.4,,0
EQ-000235,pump,KSB,HOU-01,B,110,3000,26548,14372,99,predictive,21,88.3,34.7,56.7,4.11,1.08,71.1,84.4,70.4,3.65,47.0,2.06,10.16,50.8,183.3,0.87,0
EQ-000236,pump,Flowserve,ANT-05,B,160,3600,35028,17017,98,preventive,9,69.5,24.5,71.1,4.32,1.04,50.1,54.1,46.0,4.18,51.0,1.29,11.44,95.9,215.8,0.849,0
EQ-000237,pump,KSB,ROT-02,C,110,3000,59009,8145,309,preventive,9,62.6,23.9,59.8,4.17,1.45,54.4,60.3,50.5,3.46,32.0,1.77,8.98,66.9,117.5,0.858,0
EQ-000238,motor,KSB,HOU-01,A,22,1500,14841,3506,490,none,11,66.6,28.3,44.8,3.18,1.07,58.3,65.5,55.0,3.34,53.0,2.77,9.38,16.4,22.0,0.795,0
EQ-000239,pump,ABB,ANT-05,B,250,1500,47990,13714,375,preventive,12,73.0,28.1,78.0,3.9,1.21,61.6,67.4,60.5,3.79,38.0,2.11,8.83,152.7,348.1,0.854,0
EQ-000240,pump,KSB,HOU-01,A,22,3000,81392,34203,447,predictive,7,84.1,43.6,71.7,5.38,1.77,77.4,91.8,71.4,3.65,38.0,2.15,6.68,5.0,31.6,0.94,0
EQ-000241,pump,Sulzer,ANT-05,A,110,3600,22008,7223,478,predictive,12,44.4,28.3,43.8,2.43,0.58,55.8,59.4,48.3,3.27,54.0,2.59,11.69,49.1,91.3,0.877,0
EQ-000242,pump,Atlas-Copco,HOU-01,B,11,1500,7865,2065,334,predictive,16,85.1,24.8,72.8,4.47,1.08,58.9,68.3,54.1,3.85,44.0,1.37,10.51,5.0,19.0,0.856,0
EQ-000243,pump,Sulzer,HOU-01,B,630,1500,45442,10522,216,corrective,10,100.0,33.2,84.5,3.34,0.89,70.3,84.9,62.9,3.57,34.0,1.93,8.4,379.7,1185.0,0.797,0
EQ-000244,motor,WEG,ANT-05,A,75,1500,6858,4593,472,corrective,12,73.4,19.4,49.2,3.62,1.09,52.3,63.2,51.8,3.52,40.0,1.45,9.59,42.8,105.7,0.898,0
EQ-000245,compressor,Flowserve,HOU-01,B,75,1500,80520,9419,340,none,40,96.2,29.0,51.3,3.64,0.97,68.5,82.3,69.0,3.29,45.0,1.6,10.09,74.0,140.9,0.903,0
EQ-000246,motor,KSB,SIN-04,B,22,1500,75101,42513,376,none,6,87.8,24.8,56.5,4.63,1.35,57.5,70.5,54.3,2.13,46.0,2.34,8.53,22.0,35.5,0.919,0
EQ-000247,pump,Atlas-Copco,HOU-01,B,75,1500,7220,3253,238,corrective,15,59.2,29.7,46.0,1.67,0.35,55.5,55.7,55.4,3.55,52.0,2.12,9.7,50.3,79.6,0.903,0
EQ-000248,compressor,WEG,ANT-05,C,630,3600,83252,58900,235,corrective,53,81.1,22.4,59.2,6.96,1.81,54.6,67.0,48.5,3.8,59.0,1.78,9.33,355.3,979.0,0.972,1
EQ-000249,pump,ABB,HOU-01,C,22,3000,7706,5863,535,corrective,11,74.8,32.4,33.7,3.61,1.05,61.5,68.2,57.9,3.23,33.0,2.11,7.53,28.7,34.6,0.758,0
EQ-000250,pump,Atlas-Copco,SIN-04,A,250,1500,22560,12663,204,preventive,11,70.6,33.8,71.0,2.19,0.67,64.6,72.0,60.7,2.76,33.0,2.34,15.51,152.4,340.7,0.906,0
EQ-000251,pump,Atlas-Copco,ANT-05,A,75,1500,27419,14552,52,predictive,14,88.0,29.1,58.0,3.07,0.98,63.2,75.7,57.8,3.54,39.0,1.44,10.02,31.3,135.2,0.838,0
EQ-000252,compressor,Flowserve,HOU-01,A,630,1500,15784,1813,267,preventive,39,84.3,18.5,73.4,5.63,1.59,53.6,68.6,48.2,3.03,52.0,1.3,10.84,391.8,1010.1,0.81,0
EQ-000253,pump,ABB,JUB-03,C,22,1500,11655,7145,481,none,15,61.7,37.3,50.7,5.21,1.67,70.8,76.9,67.0,3.53,52.0,2.38,14.19,21.9,12.1,0.938,0
EQ-000254,motor,Sulzer,SIN-04,C,11,3600,63771,51272,375,none,13,76.8,26.7,31.3,4.64,1.38,65.1,86.5,61.8,2.52,59.0,1.83,12.61,17.8,13.2,0.863,1
EQ-000255,compressor,Siemens,HOU-01,A,45,1800,6756,5896,256,corrective,42,52.3,30.8,42.3,3.3,1.08,61.9,65.1,59.4,2.89,50.0,1.59,10.53,11.5,46.6,0.829,0
EQ-000256,motor,WEG,JUB-03,B,400,3000,58549,53006,95,none,19,79.7,31.4,32.4,4.67,1.36,61.3,66.2,54.3,4.56,44.0,2.08,8.83,200.7,608.0,0.921,0
EQ-000257,motor,Atlas-Copco,SIN-04,A,400,1500,31091,26113,346,corrective,15,70.9,27.1,60.9,4.23,1.26,61.7,74.3,60.3,4.35,55.0,3.18,11.77,257.0,537.5,0.928,0
EQ-000258,motor,WEG,HOU-01,C,11,3000,75133,26396,429,predictive,7,64.1,28.2,54.2,3.03,1.0,64.2,71.5,53.4,3.43,53.0,1.71,8.51,11.7,5.1,0.865,0
EQ-000259,compressor,Sulzer,HOU-01,B,45,1500,81466,48406,237,corrective,40,63.4,23.6,83.9,6.55,2.04,58.0,60.1,49.9,4.05,47.0,1.77,12.36,47.4,55.2,0.875,0
EQ-000260,motor,Siemens,ANT-05,C,22,1500,81120,40931,501,none,12,69.5,21.0,60.1,4.8,1.2,53.9,63.5,48.0,2.93,51.0,1.53,8.89,56.5,31.5,0.923,0
