batch_id,machine_id,shift,operator_experience_years,temperature_c,pressure_psi,humidity_percent,raw_material_grade,machine_age_months,maintenance_days_ago,batch_size,defect_rate_percent
B001448,M07,morning,2.5,26.0,115.6,56.9,B,171,6,469,5.75
B001449,M08,night,3.1,25.1,109.8,32.9,B,167,41,363,6.9
B001450,M12,afternoon,0.6,17.4,95.0,53.9,A,35,46,975,4.66
B001451,M03,afternoon,0.7,28.3,97.7,47.7,A,129,92,63,6.68
B001452,M08,night,0.9,18.4,88.2,48.8,A,100,36,875,4.9
B001453,M10,morning,3.2,16.4,121.8,44.0,A,111,8,466,4.84
B001454,M06,afternoon,1.9,27.3,103.7,65.9,A,14,117,947,4.8
B001455,M05,afternoon,4.7,19.0,83.2,37.1,B,24,60,171,4.34
B001456,M07,morning,2.4,22.5,89.9,39.4,A,30,45,387,0.92
B001457,M09,morning,10.5,15.6,98.2,46.2,A,4,2,541,0.37
B001458,M05,afternoon,1.8,20.2,116.1,49.0,B,18,29,350,4.48
B001459,M02,morning,0.5,21.4,97.7,47.2,B,130,83,285,6.01
B001460,M02,afternoon,1.1,20.0,107.2,44.5,C,58,101,70,9.01
B001461,M01,afternoon,9.6,19.4,91.4,,A,156,115,892,5.75
B001462,M11,morning,1.8,22.2,107.7,51.0,B,141,77,623,5.92
B001463,M02,morning,6.9,27.0,115.6,44.6,A,108,42,167,3.3
B001464,M08,morning,4.6,17.3,109.5,63.4,B,66,44,844,4.1
B001465,M03,morning,8.6,9.4,70.5,49.4,C,178,110,467,11.04
B001466,M07,afternoon,11.3,28.2,98.2,42.2,A,114,44,969,3.69
B001467,M10,morning,4.9,18.7,87.3,57.4,B,159,106,181,7.47
B001468,M02,night,5.0,19.1,108.1,24.7,A,49,103,357,6.24
B001469,M06,morning,0.3,19.3,100.8,,B,169,41,591,7.34
B001470,M06,morning,4.3,15.4,,43.0,B,51,58,714,5.87
B001471,M10,night,2.7,20.0,,33.2,C,131,24,349,8.13
B001472,M07,morning,6.3,20.6,100.9,53.0,B,179,79,372,5.62
B001473,M09,afternoon,6.9,24.2,98.5,52.7,A,173,39,149,5.39
B001474,M08,morning,1.3,19.3,108.6,61.3,A,65,25,852,3.5
B001475,M03,night,3.6,9.8,88.3,39.2,A,108,109,620,9.5
B001476,M07,morning,10.0,15.3,88.0,50.7,B,130,68,913,5.73
B001477,M11,morning,6.9,27.6,93.2,57.8,C,84,51,561,7.33
B001478,M05,afternoon,5.4,17.8,107.0,46.6,B,91,16,841,4.79
B001479,M10,morning,6.0,24.7,112.5,54.9,A,9,59,249,1.05
B001480,M08,night,0.2,18.4,98.9,44.0,C,16,6,322,7.21
B001481,M02,night,4.1,26.1,107.1,58.1,C,166,17,968,11.67
B001482,M02,night,2.3,22.5,106.1,37.4,A,14,12,214,2.5
B001483,M07,morning,11.3,14.7,99.3,29.5,B,71,27,798,3.9
B001484,M03,afternoon,16.1,16.1,99.0,41.2,A,138,115,874,5.38
B001485,M05,morning,2.4,14.6,109.2,44.1,C,18,111,636,10.53
B001486,M06,morning,12.3,26.6,123.0,49.4,A,156,61,707,3.31
B001487,M06,morning,6.6,15.7,111.9,49.5,C,128,109,946,10.71
B001488,M09,afternoon,0.3,20.2,114.4,37.9,B,78,53,59,4.93
B001489,M05,afternoon,10.2,21.6,124.5,35.0,B,60,35,759,2.82
B001490,M02,night,8.5,23.1,91.6,61.3,A,17,80,850,2.24
B001491,M06,afternoon,4.1,19.7,108.4,43.6,B,98,84,508,7.77
B001492,M11,morning,6.6,14.1,117.5,40.2,B,138,48,53,6.93
B001493,M05,morning,7.2,16.0,111.3,48.2,A,179,82,965,4.68
B001494,M10,afternoon,11.2,16.7,92.8,35.3,B,49,72,692,3.44
B001495,M06,afternoon,11.4,8.8,90.4,37.9,C,118,50,659,8.71
B001496,M03,morning,2.9,24.2,119.6,52.9,B,5,105,765,5.5
B001497,M07,afternoon,2.1,24.5,105.0,34.9,A,5,85,179,3.56
B001498,M06,night,2.3,16.6,103.7,31.7,B,34,11,858,4.25
B001499,M09,morning,2.1,28.5,100.2,41.4,C,10,107,143,8.51
B001500,M09,night,3.1,21.5,118.1,47.6,A,55,114,118,7.3
B001501,M02,night,3.2,26.2,111.7,58.7,A,104,92,137,7.41
B001502,M01,night,1.9,25.9,97.8,48.4,A,30,56,765,2.93
B001503,M02,morning,3.6,21.3,110.9,50.2,A,10,66,387,1.42
B001504,M09,morning,10.1,11.9,102.1,34.8,B,69,17,882,4.16
B001505,M06,afternoon,4.3,23.0,110.5,46.9,A,2,76,57,3.12
B001506,M05,morning,1.3,24.6,116.3,33.8,A,112,48,283,5.49
B001507,M06,morning,2.4,18.7,114.8,54.2,A,58,100,580,4.66
B001508,M01,afternoon,13.3,22.8,79.3,46.1,A,139,58,459,3.88
B001509,M07,afternoon,9.8,21.9,106.2,44.5,B,11,89,464,1.7
B001510,M02,morning,1.9,17.2,117.7,50.1,B,62,70,158,5.13
B001511,M08,morning,11.3,21.5,91.4,40.1,B,154,112,395,6.68
B001512,M02,night,7.3,19.5,123.9,40.1,C,65,101,68,11.75
B001513,M04,afternoon,12.5,23.9,107.4,35.5,A,67,100,458,2.53
B001514,M12,morning,0.8,19.0,111.5,62.8,B,6,32,279,3.29
B001515,M08,night,2.6,18.4,111.5,42.7,A,86,6,453,2.58
B001516,M11,night,7.7,13.8,83.9,41.8,B,127,62,687,7.4
B001517,M06,afternoon,5.8,33.0,111.9,51.9,C,136,85,988,11.93
B001518,M09,morning,11.8,19.7,105.9,45.1,C,29,88,536,7.65
B001519,M06,afternoon,8.7,16.3,94.6,21.8,B,60,16,447,3.75
B001520,M08,afternoon,0.7,25.0,119.5,,A,13,104,133,4.4
B001521,M08,night,6.5,22.9,77.3,40.2,A,58,100,925,7.66
B001522,M01,morning,9.1,24.7,92.6,36.6,A,163,112,865,5.33
B001523,M08,afternoon,1.6,25.3,117.4,43.4,A,49,12,861,2.29
B001524,M02,morning,4.7,27.5,112.1,39.8,B,90,64,655,5.03
B001525,M08,night,1.8,16.7,93.5,40.0,A,175,34,456,5.12
B001526,M02,morning,5.6,22.7,91.5,46.2,A,171,85,116,5.41
B001527,M10,afternoon,3.6,14.1,98.1,26.4,B,38,37,90,5.59
B001528,M08,afternoon,4.3,20.5,104.7,52.3,B,76,116,880,6.94
B001529,M06,night,9.1,25.4,95.9,54.5,A,123,111,855,7.45
B001530,M12,afternoon,2.9,17.5,100.2,28.1,B,177,106,744,7.63
B001531,M12,afternoon,3.3,33.2,102.3,49.6,A,116,118,251,7.43
B001532,M04,night,3.4,22.1,97.3,36.4,B,138,65,89,8.1
B001533,M12,afternoon,5.2,12.9,96.1,40.6,C,83,64,105,8.65
B001534,M06,afternoon,3.0,25.5,87.4,48.5,B,24,56,857,3.8
B001535,M05,night,2.2,33.1,101.2,53.7,C,137,62,877,12.79
B001536,M12,afternoon,7.8,10.8,101.0,48.3,A,72,71,625,4.5
B001537,M11,afternoon,3.2,25.6,90.3,31.1,A,33,64,675,2.38
B001538,M11,morning,3.9,17.1,104.9,45.6,B,90,28,824,3.54
B001539,M06,morning,6.8,21.7,115.7,49.9,B,15,76,219,6.36
B001540,M08,afternoon,2.7,15.5,102.3,37.3,A,123,40,854,5.97
B001541,M12,morning,1.2,26.3,106.7,36.5,B,115,8,324,5.27
B001542,M01,morning,11.1,20.4,113.4,44.3,A,80,118,211,3.32
B001543,M12,afternoon,5.8,27.8,101.1,50.7,A,47,35,758,3.75
B001544,M12,afternoon,4.2,16.9,112.2,39.3,A,86,66,916,6.45
B001545,M06,morning,4.6,21.0,73.9,47.4,A,157,73,167,4.8
B001546,M01,afternoon,12.6,10.4,93.0,32.4,B,52,21,345,3.36
B001547,M05,morning,6.9,35.0,88.3,47.7,B,103,28,736,6.31
B001548,M02,morning,0.2,31.6,118.4,26.8,B,99,56,744,6.62
B001549,M09,morning,4.2,32.9,109.1,48.1,A,34,73,485,4.9
B001550,M05,afternoon,4.6,29.7,87.0,53.8,C,96,118,571,9.42
B001551,M05,afternoon,4.3,19.0,89.8,43.3,A,51,108,845,3.91
B001552,M07,night,0.6,21.8,85.0,50.6,A,151,118,338,6.97
B001553,M08,afternoon,1.5,23.5,105.4,47.5,B,107,92,660,5.7
B001554,M02,night,0.8,23.9,103.8,31.2,B,101,90,331,7.61
B001555,M06,morning,14.0,16.5,96.4,33.2,B,167,64,982,4.98
B001556,M02,afternoon,4.3,16.3,91.0,41.4,B,68,44,93,6.66
B001557,M07,afternoon,4.9,15.3,101.1,,C,69,33,864,8.28
B001558,M04,afternoon,3.7,19.9,132.4,37.2,B,43,86,454,6.29
B001559,M05,night,1.9,20.4,,32.8,A,11,49,376,3.72
B001560,M03,afternoon,2.2,19.7,115.2,16.4,B,146,113,261,5.76
B001561,M10,morning,14.1,23.3,97.9,61.7,B,124,10,507,3.75
B001562,M04,afternoon,3.7,15.1,113.1,62.0,B,122,64,875,6.72
B001563,M08,morning,2.6,17.7,108.7,36.6,A,100,17,942,3.74
B001564,M08,morning,8.8,18.2,101.1,30.6,B,118,49,358,4.74
B001565,M09,afternoon,3.3,26.1,109.1,59.5,B,135,119,194,5.67
B001566,M01,morning,1.3,23.0,115.9,23.8,B,15,27,123,2.68
B001567,M10,afternoon,1.9,23.7,102.3,55.3,A,90,110,446,4.61
B001568,M08,afternoon,8.7,17.3,99.3,51.4,A,152,110,931,6.41
B001569,M10,night,2.7,22.2,109.5,41.5,C,72,74,597,9.65
B001570,M09,afternoon,5.2,18.1,121.0,58.9,A,101,113,234,8.09
B001571,M07,morning,3.7,18.3,84.8,38.4,A,78,75,383,4.46
B001572,M09,afternoon,7.2,23.8,86.3,53.4,B,152,105,481,6.21
B001573,M04,afternoon,3.3,18.8,118.4,42.5,A,146,33,139,4.22
B001574,M05,morning,2.2,21.5,95.0,32.8,A,143,35,969,4.16
B001575,M05,morning,1.8,20.7,116.4,65.4,A,70,46,246,4.06
B001576,M05,morning,7.7,16.1,93.4,37.9,B,171,108,169,6.25
B001577,M07,morning,2.6,19.1,95.8,40.7,C,84,24,461,6.63
B001578,M09,night,5.0,19.2,113.9,53.1,C,133,118,585,11.33
B001579,M03,afternoon,9.7,20.1,110.3,57.4,B,45,114,878,3.78
B001580,M04,afternoon,4.3,13.0,87.9,31.8,B,33,60,202,6.18
B001581,M10,morning,5.7,18.4,108.6,59.4,C,3,97,593,7.66
B001582,M10,afternoon,2.7,26.6,93.4,,C,51,8,632,6.46
B001583,M03,night,3.3,24.2,106.7,44.1,A,38,35,333,4.22
B001584,M02,morning,9.9,20.0,102.2,43.3,B,173,42,268,5.69
B001585,M05,night,7.2,16.1,99.4,44.8,C,145,43,209,11.92
B001586,M02,morning,3.6,22.5,94.1,29.4,C,177,15,453,8.16
B001587,M08,morning,4.3,26.8,81.4,49.1,C,164,1,637,6.39
B001588,M09,night,3.5,29.6,93.9,47.0,C,103,47,483,12.9
B001589,M09,afternoon,6.6,19.4,109.8,41.3,A,133,32,221,2.78
B001590,M05,afternoon,2.5,16.7,107.0,47.1,B,39,114,329,7.0
B001591,M05,night,6.6,24.4,91.5,42.9,A,79,31,117,3.84
B001592,M06,night,12.3,23.8,114.8,44.3,B,148,95,366,7.32
B001593,M10,night,4.7,22.1,105.9,49.2,A,122,18,81,4.67
B001594,M12,afternoon,1.4,18.8,109.0,42.7,A,172,116,774,7.66
B001595,M11,afternoon,3.8,15.5,89.1,37.2,B,23,109,712,7.53
B001596,M05,afternoon,11.6,25.4,123.3,52.6,B,84,5,638,2.81
B001597,M02,morning,4.3,26.5,107.4,34.2,A,17,2,892,1.96
B001598,M01,morning,1.7,20.2,120.1,55.5,C,29,106,617,8.85
B001599,M11,night,3.7,30.6,,41.6,A,34,67,553,8.06
B001600,M12,morning,10.4,23.2,79.8,53.8,B,131,81,568,5.46
B001601,M07,night,2.5,21.1,90.4,59.4,C,109,50,315,7.95
B001602,M01,morning,10.5,16.1,114.2,44.4,C,86,9,510,7.84
B001603,M06,morning,3.5,13.5,88.2,53.7,B,76,48,244,4.96
B001604,M09,morning,18.1,19.4,119.7,51.3,A,150,94,482,3.39
B001605,M10,morning,2.8,23.8,93.1,46.8,A,33,18,312,3.05
B001606,M10,morning,2.0,33.7,106.4,51.0,B,69,41,284,6.16
B001607,M10,morning,0.3,22.3,104.6,42.2,A,98,95,339,4.52
B001608,M02,afternoon,3.9,25.0,98.0,61.4,A,71,68,142,5.78
B001609,M09,afternoon,3.4,17.9,98.1,45.8,A,164,38,623,4.48
B001610,M12,morning,11.6,23.0,89.9,37.7,A,71,78,193,2.21
B001611,M05,morning,7.9,22.4,125.3,40.7,C,99,82,927,8.37
B001612,M07,morning,10.2,17.3,108.0,53.9,B,107,83,531,3.33
B001613,M04,night,8.7,28.7,82.3,35.8,C,93,37,262,9.04
B001614,M10,night,4.1,21.3,85.5,63.9,A,35,108,963,5.28
B001615,M05,morning,25.0,27.5,108.1,58.1,C,64,109,391,6.2
B001616,M12,morning,3.8,22.0,101.6,32.7,C,178,74,576,8.94
B001617,M07,morning,5.7,20.3,79.9,52.7,B,3,27,614,2.51
B001618,M05,afternoon,14.1,18.1,132.2,35.3,A,150,44,922,4.12
B001619,M07,morning,8.1,20.2,68.3,36.7,A,45,99,470,3.96
B001620,M01,afternoon,4.7,29.3,96.2,40.3,C,111,97,816,10.37
B001621,M12,morning,6.4,17.5,101.9,37.6,B,60,89,160,5.14
B001622,M06,afternoon,2.5,25.3,93.5,52.3,A,29,58,157,4.07
B001623,M06,morning,3.1,20.4,112.0,47.5,A,82,104,198,5.0
B001624,M05,morning,5.6,24.9,107.9,49.2,C,81,40,961,10.06
B001625,M08,morning,1.7,23.0,103.4,45.0,C,166,118,599,11.31
B001626,M10,afternoon,2.3,15.3,100.9,39.7,A,33,112,501,4.95
B001627,M08,afternoon,0.7,22.8,108.2,39.8,B,54,69,628,3.37
B001628,M02,afternoon,4.2,32.8,99.2,56.1,C,151,118,388,11.25
B001629,M09,morning,4.7,23.5,83.6,41.5,B,57,87,609,2.62
B001630,M08,afternoon,8.9,26.6,113.3,59.0,B,4,33,573,4.02
B001631,M12,morning,2.0,23.5,122.7,38.6,C,58,68,824,7.38
B001632,M04,afternoon,3.1,25.9,102.7,45.5,C,82,32,607,6.88
B001633,M10,night,7.4,18.4,103.0,48.1,B,39,107,232,7.4
B001634,M11,morning,8.4,21.4,101.3,56.8,B,30,113,350,4.19
B001635,M01,night,8.1,26.4,85.9,54.7,C,78,74,478,9.66
B001636,M11,night,2.2,20.2,95.2,48.1,B,6,0,945,3.48
B001637,M10,night,0.8,27.4,111.3,45.7,A,134,101,492,8.02
B001638,M10,morning,4.6,17.0,,35.9,B,71,28,486,5.54
B001639,M12,night,4.1,22.3,122.3,43.1,B,132,31,254,7.14
B001640,M03,morning,4.8,20.7,110.7,67.6,C,89,4,112,7.53
B001641,M01,morning,5.5,35.2,96.9,35.4,B,1,5,724,4.28
B001642,M08,afternoon,6.2,20.1,109.9,39.4,A,177,110,936,4.62
B001643,M08,morning,6.2,24.1,99.4,31.2,A,138,11,346,2.21
B001644,M11,morning,3.2,12.0,82.0,37.5,C,13,64,266,6.28
B001645,M08,night,3.6,16.2,114.3,33.2,B,71,78,638,8.36
B001646,M02,morning,2.8,23.5,107.9,32.7,A,118,75,979,4.53
B001647,M07,afternoon,7.5,20.7,137.1,48.2,A,4,100,450,4.87
B001648,M05,night,1.7,20.8,95.4,52.3,A,36,99,944,6.45
B001649,M11,morning,13.5,20.4,110.6,48.5,A,178,29,278,3.11
B001650,M09,night,4.2,21.1,92.9,34.8,A,131,83,974,7.86
B001651,M10,night,4.1,13.4,91.4,28.2,B,157,70,246,9.72
B001652,M09,morning,3.6,21.6,129.8,24.6,B,161,26,51,5.16
B001653,M03,afternoon,7.7,20.9,77.1,32.8,A,65,63,517,3.38
B001654,M11,morning,4.5,27.3,101.3,34.7,B,145,84,226,8.21
B001655,M02,night,2.9,26.2,122.7,40.4,B,123,79,278,8.56
B001656,M04,morning,7.5,7.9,83.2,47.6,A,111,69,514,5.14
B001657,M02,afternoon,2.5,18.3,95.6,41.1,A,115,27,690,2.8
B001658,M02,afternoon,7.8,31.0,112.6,60.8,B,36,95,713,6.02
B001659,M11,afternoon,1.1,26.5,87.3,68.1,B,177,26,636,5.6
B001660,M02,afternoon,10.3,24.5,105.7,43.9,A,28,52,333,2.6
B001661,M02,morning,2.4,19.5,92.2,25.9,B,33,93,800,4.44
B001662,M02,afternoon,1.4,25.7,117.8,39.6,C,160,108,972,10.62
B001663,M08,afternoon,3.4,14.4,117.3,42.3,A,39,5,176,4.32
B001664,M03,afternoon,3.0,19.2,96.0,51.9,B,13,103,226,6.99
B001665,M09,afternoon,5.5,23.7,67.2,31.6,A,120,83,888,3.73
B001666,M04,morning,1.4,25.0,107.9,28.8,A,56,20,186,2.26
B001667,M03,morning,5.4,23.1,114.0,47.6,B,14,8,547,1.98
B001668,M02,morning,3.3,24.0,108.0,,B,34,23,716,3.51
B001669,M03,morning,4.4,22.8,106.5,,C,147,12,668,7.42
B001670,M03,morning,1.7,20.4,104.9,36.2,A,28,38,314,1.83
B001671,M11,morning,4.2,28.7,97.6,41.0,B,39,29,980,4.58
B001672,M07,afternoon,2.4,31.3,92.5,47.0,A,117,13,139,4.18
B001673,M06,afternoon,0.9,21.7,102.1,21.0,C,138,40,543,7.88
B001674,M11,afternoon,6.6,16.1,98.7,45.2,B,101,98,756,5.84
B001675,M06,night,2.1,20.8,109.8,51.9,C,28,118,885,10.91
B001676,M11,morning,5.4,22.4,91.2,49.5,B,54,103,68,5.74
B001677,M05,afternoon,2.1,11.0,96.3,66.1,A,133,54,358,6.62
B001678,M12,morning,4.1,28.7,102.4,40.6,B,84,78,943,6.69
B001679,M03,night,16.8,18.8,92.2,44.1,C,15,51,838,7.83
B001680,M07,afternoon,8.7,17.9,84.6,57.7,A,158,68,120,5.74
B001681,M06,morning,12.5,20.3,109.0,45.5,A,19,92,938,3.26
B001682,M11,morning,9.1,19.6,85.6,60.1,B,123,43,724,3.87
B001683,M04,morning,4.0,22.3,103.5,53.2,B,9,32,228,1.12
B001684,M05,afternoon,7.7,25.9,107.6,46.4,A,75,104,262,4.14
B001685,M04,morning,3.6,28.4,118.3,44.9,A,119,71,523,7.53
B001686,M08,night,1.4,26.0,128.9,42.7,A,31,61,727,5.02
B001687,M03,morning,5.0,17.3,117.0,44.7,B,30,83,900,6.64
B001688,M06,night,1.0,21.5,92.7,36.5,C,118,0,470,8.63
B001689,M08,morning,3.5,22.5,97.6,51.8,B,66,102,388,5.23
B001690,M03,morning,9.6,23.5,,64.1,A,50,100,729,2.51
B001691,M04,night,8.4,24.4,100.5,26.9,A,160,14,711,4.04
B001692,M02,morning,3.6,22.4,103.0,56.8,C,53,34,750,6.06
B001693,M02,night,12.5,21.6,116.2,47.4,C,57,78,146,8.05
B001694,M12,morning,6.0,26.6,102.7,55.4,B,144,96,406,7.36
B001695,M10,afternoon,6.8,21.3,112.2,39.1,B,30,0,335,1.74
B001696,M03,night,3.0,26.8,87.6,43.2,C,81,19,984,7.89
B001697,M07,morning,7.6,26.1,106.9,57.7,B,120,59,676,6.19
B001698,M02,morning,3.8,29.3,81.1,44.5,A,13,14,689,3.99
B001699,M11,morning,1.8,23.1,114.6,53.2,A,29,43,469,2.56
B001700,M10,morning,6.0,29.2,98.9,39.1,A,165,62,932,5.95
B001701,M10,afternoon,4.3,20.5,84.5,43.0,A,131,97,675,5.13
B001702,M04,afternoon,4.0,23.7,97.7,50.1,A,60,26,641,2.57
B001703,M05,morning,6.4,25.8,106.8,49.0,A,80,87,575,4.08
B001704,M11,afternoon,1.0,16.9,86.2,53.3,B,68,32,314,4.55
B001705,M07,afternoon,2.6,20.0,,41.6,B,168,82,932,7.53
B001706,M07,night,5.5,18.7,96.3,45.0,B,134,23,476,6.81
B001707,M12,night,1.7,21.7,111.1,54.7,B,42,20,164,4.48
B001708,M10,night,2.2,19.3,76.9,59.4,C,16,93,219,8.43
B001709,M05,morning,7.5,22.5,106.6,36.6,A,88,37,642,1.97
B001710,M01,morning,1.4,21.6,98.0,56.9,C,145,111,794,10.31
B001711,M03,afternoon,8.7,20.6,113.9,37.3,A,153,34,483,3.06
B001712,M10,morning,6.5,22.8,105.9,47.1,B,19,25,614,1.45
B001713,M02,morning,6.9,18.6,117.4,47.8,B,117,23,930,4.71
B001714,M04,night,1.5,17.7,106.0,40.1,B,83,43,193,6.54
B001715,M12,afternoon,9.0,16.0,86.5,43.2,C,37,50,863,6.91
B001716,M06,morning,4.9,13.1,106.2,27.3,B,97,24,544,6.06
B001717,M03,afternoon,12.6,18.6,107.0,52.2,A,13,51,350,2.04
B001718,M07,morning,6.6,24.7,92.7,42.2,B,11,82,192,3.31
B001719,M12,morning,4.0,21.0,94.5,44.6,B,101,41,842,4.44
B001720,M03,night,1.1,22.1,72.1,39.3,A,31,0,588,1.84
B001721,M08,morning,5.6,20.0,,52.3,A,102,95,596,5.49
B001722,M10,afternoon,8.2,31.7,99.2,46.9,C,176,3,671,8.86
B001723,M08,morning,7.5,22.8,94.0,33.5,A,39,82,326,1.74
B001724,M11,morning,1.8,19.2,88.8,43.9,C,129,26,154,7.75
B001725,M05,morning,12.3,16.7,94.9,34.6,C,142,95,136,8.18
B001726,M10,morning,2.7,30.6,106.1,45.2,C,24,61,721,9.05
B001727,M05,afternoon,8.6,15.0,103.0,51.8,B,43,96,208,5.78
B001728,M01,morning,2.0,18.0,96.8,46.9,C,39,42,152,7.55
B001729,M04,afternoon,2.0,18.0,86.1,49.3,A,174,26,647,4.22
B001730,M02,afternoon,2.1,21.8,96.6,55.6,B,106,8,448,3.79
B001731,M09,morning,2.2,23.8,90.7,36.8,B,128,113,522,7.17
B001732,M05,morning,1.3,22.3,98.0,40.6,A,22,103,156,3.45
B001733,M09,morning,1.8,20.2,108.1,27.0,B,109,78,177,4.92
B001734,M09,morning,0.4,15.0,94.1,41.2,B,100,102,665,7.93
B001735,M07,morning,0.7,31.3,120.7,38.9,A,118,95,898,7.04
B001736,M12,morning,14.3,23.3,93.7,51.5,C,81,5,280,3.81
B001737,M06,morning,5.3,24.8,80.0,49.6,B,2,111,599,4.22
B001738,M09,morning,4.1,18.6,97.9,60.0,B,120,115,234,6.04
B001739,M08,morning,5.2,20.5,93.3,40.0,C,65,97,967,7.4
B001740,M09,afternoon,2.9,27.9,141.5,49.0,C,47,77,556,8.57
B001741,M06,morning,3.9,11.0,95.0,52.4,B,156,67,311,7.32
B001742,M06,afternoon,3.2,25.8,82.2,67.9,C,31,48,162,5.63
B001743,M10,night,6.0,20.8,100.5,49.4,B,165,57,224,6.71
B001744,M11,night,7.9,24.1,98.0,44.5,A,89,27,824,4.94
B001745,M01,morning,2.3,30.3,86.0,46.3,B,35,65,878,7.0
B001746,M12,afternoon,1.7,19.6,104.3,49.7,A,152,38,643,3.59
B001747,M11,night,2.7,8.5,106.8,58.7,B,161,104,763,11.92
B001748,M08,afternoon,2.4,16.5,101.0,40.7,A,170,6,243,6.9
B001749,M07,afternoon,6.1,22.1,96.8,37.9,A,67,7,251,1.56
B001750,M06,afternoon,4.2,30.2,,71.2,A,166,102,171,7.76
B001751,M07,night,1.9,20.1,92.5,33.7,A,125,46,383,6.52
B001752,M03,morning,0.7,29.7,84.6,53.6,B,71,67,617,5.47
B001753,M05,afternoon,6.9,10.4,117.8,49.2,A,157,34,352,6.93
B001754,M12,morning,2.3,19.5,129.3,48.2,C,93,26,152,7.17
B001755,M07,afternoon,3.1,27.2,87.7,32.7,A,40,53,719,4.59
B001756,M05,morning,5.6,26.7,92.8,72.1,B,135,15,121,6.13
B001757,M03,night,5.7,12.2,87.0,46.8,B,25,72,254,8.1
B001758,M10,morning,7.6,17.8,110.7,39.8,B,53,15,108,2.96
B001759,M06,afternoon,9.1,21.3,87.8,31.7,A,85,92,123,4.47
B001760,M07,night,2.1,18.7,108.4,24.9,C,108,47,100,9.19
B001761,M05,morning,6.9,27.8,105.1,52.0,A,112,1,827,1.77
B001762,M01,morning,8.3,22.1,98.2,36.6,A,147,55,228,3.33
B001763,M04,afternoon,8.1,14.8,116.3,42.3,B,102,51,60,6.67
B001764,M08,afternoon,4.8,24.3,95.8,39.0,A,92,6,811,2.35
B001765,M03,morning,9.4,24.6,100.0,50.4,B,122,34,627,5.66
B001766,M07,afternoon,16.3,16.3,85.4,48.9,A,92,34,957,2.76
B001767,M11,afternoon,4.0,17.5,70.7,52.5,B,165,88,343,6.12
B001768,M03,morning,2.3,18.4,112.7,52.9,A,71,92,959,4.44
B001769,M11,afternoon,5.0,28.8,92.6,37.8,B,21,32,452,3.53
B001770,M02,morning,2.9,21.6,113.9,31.5,B,111,111,617,7.68
B001771,M06,morning,2.6,11.0,95.8,43.5,C,173,28,113,10.28
B001772,M08,night,12.9,16.0,98.7,50.2,A,36,63,166,4.23
B001773,M03,afternoon,3.3,25.6,102.5,46.1,B,29,20,207,4.42
B001774,M03,morning,3.2,20.0,93.5,26.3,B,76,18,744,2.79
B001775,M06,morning,2.7,15.9,80.6,45.6,A,167,60,526,4.3
B001776,M01,afternoon,5.4,20.1,89.5,35.0,B,50,29,738,2.32
B001777,M12,afternoon,6.5,26.9,88.6,45.2,B,136,6,414,2.88
B001778,M04,morning,10.3,32.9,99.6,54.6,A,49,117,387,4.33
B001779,M10,morning,1.7,21.7,113.4,20.1,B,146,83,478,6.85
B001780,M04,night,10.1,24.4,91.3,60.1,B,46,81,403,6.38
B001781,M10,morning,2.0,21.5,98.8,34.5,A,157,106,54,4.81
B001782,M03,morning,1.6,23.1,102.9,55.0,B,90,87,338,3.58
B001783,M09,night,3.7,17.4,90.5,,B,21,23,931,4.45
B001784,M09,afternoon,1.8,29.2,104.6,42.0,C,169,107,772,12.07
B001785,M09,morning,5.5,19.7,113.2,49.5,B,119,59,543,6.09
B001786,M01,morning,2.6,16.5,104.7,38.0,A,1,102,449,4.39
B001787,M02,afternoon,7.7,18.2,99.4,27.7,B,62,105,463,4.86
B001788,M11,afternoon,6.1,25.3,89.9,56.4,A,160,0,709,4.21
B001789,M05,morning,6.5,18.5,98.6,38.2,C,69,102,874,8.75
B001790,M10,afternoon,5.1,29.6,91.0,63.0,B,171,9,502,6.7
B001791,M10,morning,5.0,25.2,93.0,53.8,A,95,93,109,3.67
B001792,M09,morning,2.4,26.3,98.5,36.6,B,22,79,674,5.34
B001793,M03,afternoon,2.7,19.9,97.5,50.9,A,108,22,474,4.32
B001794,M05,afternoon,2.8,18.9,112.4,50.3,A,12,111,868,3.21
B001795,M01,afternoon,7.3,22.2,92.9,62.2,B,126,52,597,4.21
B001796,M01,morning,5.4,16.1,104.7,40.1,B,15,44,64,2.37
B001797,M11,morning,2.8,24.4,94.4,42.7,A,110,117,313,4.66
B001798,M06,morning,4.3,26.6,89.1,49.3,A,29,66,307,3.07
B001799,M10,morning,9.9,18.5,107.3,45.2,A,41,29,296,0.41
B001800,M02,afternoon,0.1,25.4,105.0,31.1,B,36,103,489,7.28
B001801,M02,afternoon,3.9,23.3,92.8,55.1,B,65,16,203,4.67
B001802,M07,night,4.4,27.6,62.5,61.0,C,109,72,788,9.9
B001803,M07,night,2.6,30.2,113.4,46.5,A,155,49,720,6.64
B001804,M05,afternoon,1.1,25.9,109.3,32.3,B,116,99,385,7.26
B001805,M01,night,2.5,21.7,113.9,43.9,A,128,18,685,6.17
B001806,M04,morning,2.1,28.0,114.5,35.9,C,153,70,880,10.48
B001807,M02,night,4.4,22.2,100.2,42.4,B,83,56,438,4.04
B001808,M02,morning,2.2,20.7,95.0,46.9,A,18,58,493,0.23
B001809,M04,afternoon,4.3,19.0,78.5,51.6,B,43,74,145,3.88
